word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad

בוקר	בֹּקֶר	בֹּקֶר	בוקר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בֹּקֶר	בֹּקֶר
של	שֶׁל	שֶׁל	של	SHEL_PREP												False	שֶׁל	שֶׁל
חמסין	חַמְסִין	חַמְסִין	חמסין	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	חַמְסִין	חַמְסִין

ישבתי	יָשַׁבְתִּי	ישׁב	ישׁב	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	יָשַׁבְתִּי	יָשַׁבְתִּי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
ה|חול	הַ|חוֹל	חוֹל	חול	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַחוֹל	חוֹל

שלהבת	שַׁלְהֶבֶת	שַׁלְהֶבֶת	שלהבת	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	שַׁלְהֶבֶת	שַׁלְהֶבֶת
אדומה	אֲדֻמָּה	אָדֹם	אדום	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	אֲדֻמָּה	אֲדֻמָּה

פרצה	פָּרְצָה	פרץ	פרץ	VERB		FEMININE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	פָּרְצָה	פָּרְצָה
מתוך	מִתּוֹךְ	מִתּוֹךְ	מתוך	PREPOSITION												False	מִתּוֹךְ	מִתּוֹךְ
ה|ים	הַ|יָּם	יָם	ים	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַיָּם	יָם

ה|חום	הַ|חֹם	חֹם	חום	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַחֹם	חֹם
כוסה	כֻּסָּה	כסי	כסי	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PUAL					False	כֻּסָּה	כֻּסָּה
ב|דם	בְּ|דָם	דָּם	דם	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּדָם	דָּם

פתאום	פִּתְאוֹם	פִּתְאוֹם	פתאום	ADVERB												False	פִּתְאוֹם	פִּתְאוֹם
ה|קיץ	הַ|קַּיִץ	קַיִץ	קיץ	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַקַּיִץ	קַיִץ
תם	תַּם	תמם	תמם	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	תַּם	תַּם

ראיתי	רָאִיתִי	ראי	ראי	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	רָאִיתִי	רָאִיתִי
אנשים	אֲנָשִׁים	אִישׁ	איש	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	אֲנָשִׁים	אֲנָשִׁים

ו|כולם	וְ|כֻלָּם	כֹּל	כול	QUANTIFIER	CONJUNCTION				ABSOLUTE			ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_PLURAL	SUF_PERSON_3	False	וְכֻלָּם	כֻּלָּם
רצים	רָצִים	רוץ	רוץ	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	רָצִים	רָצִים
ל|מים	לַ|מַּיִם	מַיִם	מים	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	PLURAL		ABSOLUTE							False	לַמַּיִם	מַיִם
.	.			PUNCTUATION												False	.	.

בוקר	בֹּקֶר	בֹּקֶר	בוקר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בֹּקֶר	בֹּקֶר
של	שֶׁל	שֶׁל	של	SHEL_PREP												False	שֶׁל	שֶׁל
חמסין	חַמְסִין	חַמְסִין	חמסין	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	חַמְסִין	חַמְסִין

ילדה	יַלְדָּה	יַלְדָּה	ילדה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	יַלְדָּה	יַלְדָּה
ב|סנדלים	בְּ|סַנְדָּלִים	סַנְדָּל	סנדל	NOUN	PREPOSITION	MASCULINE	PLURAL		ABSOLUTE							False	בְּסַנְדָּלִים	סַנְדָּלִים

נתנה	נָתְנָה	נתן	נתן	VERB		FEMININE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	נָתְנָה	נָתְנָה
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ידה	יָדָהּ	יָד	יד	NOUN		FEMININE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	יָדָהּ	יָדָהּ

לקחה	לָקְחָה	לקח	לקח	VERB		FEMININE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	לָקְחָה	לָקְחָה
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
ל|ים	לַ|יָּם	יָם	ים	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לַיָּם	יָם

בוקר	בֹּקֶר	בֹּקֶר	בוקר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בֹּקֶר	בֹּקֶר
של	שֶׁל	שֶׁל	של	SHEL_PREP												False	שֶׁל	שֶׁל
חמסין	חַמְסִין	חַמְסִין	חמסין	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	חַמְסִין	חַמְסִין

ילדה	יַלְדָּה	יַלְדָּה	ילדה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	יַלְדָּה	יַלְדָּה
ב|סנדלים	בְּ|סַנְדָּלִים	סַנְדָּל	סנדל	NOUN	PREPOSITION	MASCULINE	PLURAL		ABSOLUTE							False	בְּסַנְדָּלִים	סַנְדָּלִים

עיניים	עֵינַיִם	עַיִן	עין	NOUN		FEMININE	PLURAL		ABSOLUTE							False	עֵינַיִם	עֵינַיִם
בוהקות	בּוֹהֲקוֹת	בּוֹהֵק	בוהק	ADJECTIVE		FEMININE	PLURAL		ABSOLUTE							False	בּוֹהֲקוֹת	בּוֹהֲקוֹת

ו|היא	וְ|הִיא	הוּא	הוא	PRONOUN	CONJUNCTION	FEMININE	SINGULAR	PERSON_3								False	וְהִיא	הִיא
כולה	כֻּלָּהּ	כֹּל	כול	QUANTIFIER					ABSOLUTE			ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	כֻּלָּהּ	כֻּלָּהּ
חלום	חֲלוֹם	חֲלוֹם	חלום	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	חֲלוֹם	חֲלוֹם



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
כשה|צועני	כְּשֶׁהַ|צּוֹעֲנִי	צוֹעֲנִי	צועני	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	כְּשֶׁהַצּוֹעֲנִי	צוֹעֲנִי
אוהב	אוֹהֵב	אהב	אהב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֵב	אוֹהֵב
/	/			PUNCTUATION												False	/	/
ירדנה	יַרְדֵּנָה	יַרְדֵּנָה	ירדנה	PROPERNAME												False	יַרְדֵּנָה	יַרְדֵּנָה
ארזי	אָרָזִי	אָרָזִי	ארזי	PROPERNAME												False	אָרָזִי	אָרָזִי

כשה|צועני	כְּשֶׁהַ|צּוֹעֲנִי	צוֹעֲנִי	צועני	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	כְּשֶׁהַצּוֹעֲנִי	צוֹעֲנִי
עייף	עָיֵף	עָיֵף	עייף	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	עָיֵף	עָיֵף

הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
נרדם	נִרְדַּם	רדם	רדם	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נִרְדַּם	נִרְדַּם
לו	לוֹ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	לוֹ	לוֹ
ב|שלווה	בְּ|שַׁלְוָה	שַׁלְוָה	שלווה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בְּשַׁלְוָה	שַׁלְוָה

על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
ה|כר	הַ|כַּר	כַּר	כר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַכַּר	כַּר
שב|אורווה	שֶׁבְּ|אֻרְוָה	אֻרְוָה	אורווה	NOUN	PREPOSITION+RELATIVIZIER_SUBORDINATINGCONJUNCTION	FEMININE	SINGULAR		ABSOLUTE							False	שֶׁבְּאֻרְוָה	אֻרְוָה
.	.			PUNCTUATION												False	.	.

כשה|צועני	כְּשֶׁהַ|צּוֹעֲנִי	צוֹעֲנִי	צועני	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	כְּשֶׁהַצּוֹעֲנִי	צוֹעֲנִי
רעב	רָעֵב	רָעֵב	רעב	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	רָעֵב	רָעֵב

הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
מוצא	מוֹצֵא	מצא	מצא	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	מוֹצֵא	מוֹצֵא
לו	לוֹ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	לוֹ	לוֹ
ב|סביבה	בַּ|סְּבִיבָה	סְבִיבָה	סביבה	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּסְּבִיבָה	סְבִיבָה

תרנגולת	תַּרְנְגֹלֶת	תַּרְנְגֹלֶת	תרנגולת	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	תַּרְנְגֹלֶת	תַּרְנְגֹלֶת
עזובה	עֲזוּבָה	עָזוּב	עזוב	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	עֲזוּבָה	עֲזוּבָה
.	.			PUNCTUATION												False	.	.

וכשה|צועני	וּכְשֶׁהַ|צּוֹעֲנִי	צוֹעֲנִי	צועני	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וּכְשֶׁהַצּוֹעֲנִי	צוֹעֲנִי
אוהב	אוֹהֵב	אהב	אהב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֵב	אוֹהֵב

הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
סוער	סוֹעֵר	סוֹעֵר	סוער	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	סוֹעֵר	סוֹעֵר
ו|מתלהב	וּ|מִתְלַהֵב	להב	להב	VERB	CONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	וּמִתְלַהֵב	מִתְלַהֵב

ו|שוכח	וְ|שׁוֹכֵחַ	שׁכח	שׁכח	VERB	CONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	וְשׁוֹכֵחַ	שׁוֹכֵחַ
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
כואב	כּוֹאֵב	כאב	כאב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	כּוֹאֵב	כּוֹאֵב

הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
נותן	נוֹתֵן	נתן	נתן	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	נוֹתֵן	נוֹתֵן
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
ה|לב	הַ|לֵּב	לֵב	לב	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַלֵּב	לֵב
ל|שעה	לְ|שָׁעָה	שָׁעָה	שעה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	לְשָׁעָה	שָׁעָה

ו|אז	וְ|אָז	אָז	אז	ADVERB	CONJUNCTION											False	וְאָז	אָז
עוזב	עוֹזֵב	עזב	עזב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	עוֹזֵב	עוֹזֵב

כשה|צועני	כְּשֶׁהַ|צּוֹעֲנִי	צוֹעֲנִי	צועני	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	כְּשֶׁהַצּוֹעֲנִי	צוֹעֲנִי
צמא	צָמֵא	צָמֵא	צמא	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	צָמֵא	צָמֵא

הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
שותה	שׁוֹתֶה	שׁתי	שׁתי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹתֶה	שׁוֹתֶה
ו|לא	וְ|לֹא	לֹא	לא	NEGATION	CONJUNCTION											False	וְלֹא	לֹא
שואל	שׁוֹאֵל	שׁאל	שׁאל	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹאֵל	שׁוֹאֵל
,	,			PUNCTUATION												False	,	,

ה|עיקר	הָ|עִקָּר	עִקָּר	עיקר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָעִקָּר	עִקָּר
ש|זה	שֶׁ|זֶּה	זֶה	זה	PRONOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3								False	שֶׁזֶּה	זֶה
נוזל	נוֹזֵל	נזל	נזל	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	נוֹזֵל	נוֹזֵל
.	.			PUNCTUATION												False	.	.

כשל|צועני	כְּשֶׁלְּ|צוֹעֲנֵי	צוֹעֵן	צוען	PARTICIPLE	PREPOSITION	MASCULINE	PLURAL	PERSON_ANY	CONSTRUCT		BINYAN_PAAL					False	כְּשֶׁלְּצוֹעֲנֵי	צוֹעֲנֵי
אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
גרוש	גְּרוּשׁ	גְּרוּשׁ	גרוש	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	גְּרוּשׁ	גְּרוּשׁ

הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
מוצא	מוֹצֵא	מצא	מצא	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	מוֹצֵא	מוֹצֵא
טיפש	טִפֵּשׁ	טִפֵּשׁ	טיפש	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	טִפֵּשׁ	טִפֵּשׁ
אחר	אַחֵר	אַחֵר	אחר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אַחֵר	אַחֵר

ש|אפשר	שֶׁ|אֶפְשָׁר	אֶפְשָׁר	אפשר	MODAL	RELATIVIZIER_SUBORDINATINGCONJUNCTION											False	שֶׁאֶפְשָׁר	אֶפְשָׁר
עוד	עוֹד	עוֹד	עוד	ADVERB												False	עוֹד	עוֹד
ל|סדר	לְ|סֵדֶר	סֵדֶר	סדר	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לְסֵדֶר	סֵדֶר
.	.			PUNCTUATION												False	.	.

וכשה|צועני	וּכְשֶׁהַ|צּוֹעֲנִי	צוֹעֲנִי	צועני	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וּכְשֶׁהַצּוֹעֲנִי	צוֹעֲנִי
אוהב	אוֹהֵב	אהב	אהב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֵב	אוֹהֵב
...	...			PUNCTUATION												False	...	...

כשה|צועני	כְּשֶׁהַ|צּוֹעֲנִי	צוֹעֲנִי	צועני	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	כְּשֶׁהַצּוֹעֲנִי	צוֹעֲנִי
צוחק	צוֹחֵק	צחק	צחק	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	צוֹחֵק	צוֹחֵק

מישהו	מִישֶׁהוּ	מִישֶׁהוּ	מישהו	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	מִישֶׁהוּ	מִישֶׁהוּ
ודאי	וַדַּאי	וַדַּאי	ודאי	ADVERB												False	וַדַּאי	וַדַּאי
בוכה	בּוֹכֶה	בכי	בכי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	בּוֹכֶה	בּוֹכֶה

ככה	כָּכָה	כָּכָה	ככה	ADVERB												False	כָּכָה	כָּכָה
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
כש|הוא	כְּשֶׁ|הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	כְּשֶׁהוּא	הוּא
זוכה	זוֹכֶה	זכי	זכי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	זוֹכֶה	זוֹכֶה
.	.			PUNCTUATION												False	.	.

כשה|צועני	כְּשֶׁהַ|צּוֹעֲנִי	צוֹעֲנִי	צועני	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	כְּשֶׁהַצּוֹעֲנִי	צוֹעֲנִי
שותק	שׁוֹתֵק	שׁתק	שׁתק	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹתֵק	שׁוֹתֵק
-	-			PUNCTUATION												False	-	-

לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
נשאר	נִשְׁאַר	שׁאר	שׁאר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נִשְׁאַר	נִשְׁאַר
לו	לוֹ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	לוֹ	לוֹ
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
לומר	לוֹמַר	אמר	אמר	VERB						TOINFINITIVE	BINYAN_PAAL					False	לוֹמַר	לוֹמַר

או	אוֹ	אוֹ	או	CONJUNCTION												False	אוֹ	אוֹ
ש|הוא	שֶׁ|הוּא	הוּא	הוא	PRONOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3								False	שֶׁהוּא	הוּא
פשוט	פָּשׁוּט	פָּשׁוּט	פשוט	ADVERB												False	פָּשׁוּט	פָּשׁוּט
נגמר	נִגְמַר	גמר	גמר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נִגְמַר	נִגְמַר

וכשה|צועני	וּכְשֶׁהַ|צּוֹעֲנִי	צוֹעֲנִי	צועני	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וּכְשֶׁהַצּוֹעֲנִי	צוֹעֲנִי
אוהב	אוֹהֵב	אהב	אהב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֵב	אוֹהֵב
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד
/	/			PUNCTUATION												False	/	/
דני	דָּנִי	דָּן	דן	PROPERNAME		MASCULINE	SINGULAR									False	דָּנִי	דָּנִי
סנדרסון	סֶנְדֶּרְסוֹן	סֶנְדֶּרְסוֹן	סנדרסון	PROPERNAME												False	סֶנְדֶּרְסוֹן	סֶנְדֶּרְסוֹן

אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד

הם	הֵם	הוּא	הוא	PRONOUN		MASCULINE	PLURAL	PERSON_3								False	הֵם	הֵם
נסעו	נָסְעוּ	נסע	נסע	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PAAL					False	נָסְעוּ	נָסְעוּ
ל|חופש	לְ|חֹפֶשׁ	חֹפֶשׁ	חופש	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לְחֹפֶשׁ	חֹפֶשׁ
ב|יוון	בְּ|יָוָן	יָוָן	יוון	PROPERNAME	PREPOSITION		SINGULAR									False	בְּיָוָן	יָוָן
.	.			PUNCTUATION												False	.	.

אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד

השאירו	הַשְׁאִירוּ	שׁאר	שׁאר	VERB		MASCULINE	PLURAL	PERSON_2		IMPERATIVE	BINYAN_HIFIL					False	הַשְׁאִירוּ	הַשְׁאִירוּ
בית	בַּיִת	בַּיִת	בית	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בַּיִת	בַּיִת
מגוון	מִגְוַן	מִגְוָן	מגוון	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	מִגְוַן	מִגְוַן
.	.			PUNCTUATION												False	.	.

עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
ספות	סַפּוֹת	סַפָּה	ספה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	סַפּוֹת	סַפּוֹת
נוחות	נוֹחוֹת	נוֹחַ	נוח	ADJECTIVE		FEMININE	PLURAL		ABSOLUTE							False	נוֹחוֹת	נוֹחוֹת

ו|מקום	וּ|מָקוֹם	מָקוֹם	מקום	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	וּמָקוֹם	מָקוֹם
לרקוד	לִרְקֹד	רקד	רקד	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִרְקֹד	לִרְקֹד

מקרר	מְקָרֵר	מְקָרֵר	מקרר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מְקָרֵר	מְקָרֵר
מלא	מָלֵא	מָלֵא	מלא	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	מָלֵא	מָלֵא
ב|הפתעות	בְּ|הַפְתָּעוֹת	הַפְתָּעָה	הפתעה	NOUN	PREPOSITION	FEMININE	PLURAL		ABSOLUTE							False	בְּהַפְתָּעוֹת	הַפְתָּעוֹת
.	.			PUNCTUATION												False	.	.

עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
סלון	סָלוֹן	סָלוֹן	סלון	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	סָלוֹן	סָלוֹן
אדיר	אַדִּיר	אַדִּיר	אדיר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אַדִּיר	אַדִּיר

ו|מיזוג	וּ|מִזּוּג	מִזּוּג	מיזוג	NOUN	CONJUNCTION	MASCULINE	SINGULAR		CONSTRUCT							False	וּמִזּוּג	מִזּוּג
אוויר	אֲוִיר	אֲוִיר	אוויר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אֲוִיר	אֲוִיר

וה|כל	וְהַ|כֹּל	כֹּל	כול	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַכֹּל	כֹּל
אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד
.	.			PUNCTUATION												False	.	.

אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד

אספנו	אָסַפְנוּ	אסף	אסף	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		PAST	BINYAN_PAAL					False	אָסַפְנוּ	אָסַפְנוּ
כמה	כַּמָּה	כַּמָּה	כמה	QUANTIFIER					ABSOLUTECONSTRUCT							False	כַּמָּה	כַּמָּה
ידידים	יְדִידִים	יָדִיד	ידיד	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	יְדִידִים	יְדִידִים
.	.			PUNCTUATION												False	.	.

אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
